addedAt,albumArtistsNames,albumName,albumPopularity,albumRecordLabel,albumReleaseDate,artistFollowers,artistName,artistPopularity,secondaryArtistsNames,trackDuration,trackFeatureAcousticness,trackFeatureDanceability,trackFeatureEnergy,trackFeatureInstrumentalness,trackFeatureKey,trackFeatureLiveness,trackFeatureLoudness,trackFeatureMode,trackFeatureSpeechiness,trackFeatureTempo,trackFeatureTimeSignature,trackFeatureValence,trackName,trackPopularity,trackIsrc,trackNumber,trackUrl,isLocal,isLikedByUser,artistUrl,artistGenres,albumUrl,albumUpc,albumType,addedBy
2024-02-22T21:03:25Z,MPH & Oppidan,Reasons & Fluteloops,23,MPH,2022-08-26,18644,MPH,41,Oppidan,04:58,0.0355,0.828,0.473,0.773,11,0.0722,-7.627,0,0.0932,132.015,4,0.423,Reasons,27,UKQNV2100302,1,https://open.spotify.com/track/5DhWz7cAypKi6eFpVLQgG0,stream,true,https://open.spotify.com/artist/62SCu33InHVq97VaWw3eof,"Bass House, Bassline, Old School Bassline",https://open.spotify.com/album/22EznsXBYtKj4OFhYoz5zc,5060644134160,single,Oskar
2024-02-22T20:09:55Z,Taiki Nulight,Hold On,43,Orient Records,2020-08-07,38346,Taiki Nulight,49,,03:07,0.00168,0.758,0.721,0.76,9,0.258,-4.13,1,0.0455,123.996,4,0.0487,Hold On,50,USYBL2001302,1,https://open.spotify.com/track/27rVjau1APyQKLcfNXVQfd,stream,true,https://open.spotify.com/artist/4QWmN97HRZya55JvxN3I5a,"Bass House, Doujin",https://open.spotify.com/album/60jtS7lIiNeg5cQ6Ui7uq5,810025348915,single,Oskar
2024-02-21T14:13:43Z,Bnnyhunna,SINTHA,25,Orange Blues,2021-09-17,3878,Bnnyhunna,28,,03:26,0.186,0.715,0.382,0.48,7,0.229,-10.684,0,0.0548,152.04,4,0.314,rage for beginners,14,NL5ZG2100006,4,https://open.spotify.com/track/239dL6ENoMjf3hnLT33Fky,stream,true,https://open.spotify.com/artist/13itA83Wg0KCCk1odzFFpD,,https://open.spotify.com/album/5nnsr7zbNqhtBUXl0vlQUU,196292502176,single,Oskar
2024-02-21T13:48:00Z,Bnnyhunna,Paradox,27,Orange Blues,2021-08-20,3878,Bnnyhunna,28,,02:37,0.0937,0.702,0.474,0.863,11,0.14,-10.773,0,0.0522,150.038,4,0.111,Paradox,35,NL5RV2100002,1,https://open.spotify.com/track/6XSQwisZPSsvumchd6u56q,stream,true,https://open.spotify.com/artist/13itA83Wg0KCCk1odzFFpD,,https://open.spotify.com/album/5mbJr9jfnfqPN8Vf9OKsIY,196292078169,single,Oskar
2024-02-19T12:09:30Z,Little Beaver,Katie Pearl,49,"Stone Music Family, LLC",2006-08-08,24952,Little Beaver,41,,02:29,0.725,0.566,0.612,2.08E-4,4,0.342,-5.946,0,0.0443,79.846,4,0.695,Momma Forgot To Tell Me,53,USBEN0651806,6,https://open.spotify.com/track/2KGyMxMLcI5S90ZOfqUDot,stream,true,https://open.spotify.com/artist/6avpsZzjS5Yy9daHLBCYmn,"Classic Soul, Traditional Funk, Traditional Soul",https://open.spotify.com/album/3n2KrudTzk6hIF7aVUMVmj,829410307857,album,Oskar
2024-02-19T12:09:20Z,TOSHIO MATSUURA GROUP,LOVEPLAYDANCE,6,Universal Music LLC,2018-03-07,4272,TOSHIO MATSUURA GROUP,2,,07:56,0.0063,0.434,0.555,0.553,11,0.145,-10.74,1,0.0549,118.041,4,0.728,DO THE ASTRAL PLANE,6,JPPO01707302,7,https://open.spotify.com/track/4t0erY7XaFLEBBWVYzu3GG,stream,true,https://open.spotify.com/artist/1BMpbT4eEAJreNQKAdPBiH,,https://open.spotify.com/album/7Hb6QxFI4ahWMX7Cd9evuo,00602567378617,album,Oskar
2024-02-18T22:11:54Z,piri & Tommy Villiers & Higgo,words (Higgo Remix),37,EMI,2022-06-10,66457,piri,53,Tommy Villiers & Higgo,02:53,0.0067,0.675,0.56,3.23E-4,1,0.29,-7.052,0,0.0953,134.106,4,0.502,words - Higgo Remix,45,GBUM72203545,1,https://open.spotify.com/track/1HzVoPGDJajmXaEOzjEdwN,stream,true,https://open.spotify.com/artist/4DpmPt7gfAAq7WEx0E1X8s,,https://open.spotify.com/album/4cwVYYrV0ztiFARVXufLOb,00602448048967,single,Oskar
2024-02-17T19:58:48Z,Higgo & piri,Think Twice,39,Helix Records,2023-10-12,10859,Higgo,39,piri,02:58,0.00861,0.689,0.704,0.0106,10,0.0787,-6.138,0,0.111,132.258,4,0.802,Think Twice,47,QZUCN2200965,1,https://open.spotify.com/track/0DiovsXls6yfe3Jyc9EDH5,stream,true,https://open.spotify.com/artist/0f1qSxprIDtLaJfIaEJb64,Ukg Revival,https://open.spotify.com/album/1j9JM0DbhwWEcB9ZrZuz4a,0196762009365,single,Oskar
2024-02-17T17:20:33Z,piri & Tommy Villiers & piri & tommy,froge.mp3,61,Polydor Records,2022-10-21,66457,piri,53,Tommy Villiers & piri & tommy,02:34,0.204,0.777,0.578,0.126,9,0.0731,-6.119,1,0.0472,139.97,4,0.905,silver lining,43,GBUM72206445,1,https://open.spotify.com/track/4tuIihi8Bv5WNHDLe8pkiy,stream,true,https://open.spotify.com/artist/4DpmPt7gfAAq7WEx0E1X8s,,https://open.spotify.com/album/4AueWk2dGXqbMFx7ogEAs7,00602448707994,album,Oskar
2024-02-16T20:04:45Z,DBBD,Demon Hour,42,Cream Team,2023-12-22,12508,DBBD,46,,02:14,8.15E-5,0.742,0.923,0.811,0,0.0615,-8.638,0,0.0917,157.001,3,0.876,Sextrance,33,QZWFP2301724,4,https://open.spotify.com/track/1dAWIB74G9UrDCwjz0K7VZ,stream,true,https://open.spotify.com/artist/69UVGTxhvI9zrl4tVafMgC,,https://open.spotify.com/album/48ZrrGuEtXanidKhSzRI7i,019805414004,album,Oskar
2024-02-16T19:22:11Z,Cartel Madras,Age of the Goonda,26,Sub Pop Records,2019-11-01,12580,Cartel Madras,31,,02:30,0.114,0.793,0.635,0.0,6,0.554,-11.095,0,0.229,155.95,4,0.558,Goonda Gold,33,USSUB1933702,2,https://open.spotify.com/track/4Up42HxQDMNLMHa3Ol357N,stream,true,https://open.spotify.com/artist/3nwKi37CnuKq5BcPr267h3,"Alberta Hip Hop, Indie Hip Hop",https://open.spotify.com/album/1JJjSIwD99cU3HvnZWEsvg,098787133783,single,Oskar
2024-02-15T19:18:44Z,The Offline,Plage des Casernes,49,Root Records,2022-05-05,13314,The Offline,47,,02:16,0.0801,0.491,0.269,0.844,4,0.101,-12.867,0,0.0353,74.349,4,0.358,Plage des Casernes,56,FRIDO2210768,1,https://open.spotify.com/track/1Clcv7tRrcpxWVMdieibkd,stream,true,https://open.spotify.com/artist/6hk187bUA8NzTX9NFGppv9,,https://open.spotify.com/album/3CbjF8Luwm8Xe7v33DwfdX,3663729197610,single,Oskar
2024-02-13T00:03:46Z,Angelica Bess,The Leap,5,IAMSIAM,2019-03-29,2381,Angelica Bess,23,Machinedrum,03:41,0.0044,0.669,0.797,0.506,9,0.0298,-4.46,0,0.139,173.953,4,0.907,The Leap,9,QM24S1910458,1,https://open.spotify.com/track/6506sjg3wlDvmwhv79JW1B,stream,true,https://open.spotify.com/artist/0LueBt3QtEleKKPdnUKF5V,,https://open.spotify.com/album/6fZDmZUwdnC9BCbWTsFLhy,193436114325,single,Oskar
2024-02-08T08:19:15Z,The J.B.'s,Funky Good Time: The Anthology,46,Polydor,1995-02-28,12996,Maceo And The Macks,33,,03:18,0.211,0.55,0.589,0.0103,3,0.42,-11.964,1,0.0328,204.383,4,0.953,Cross The Tracks (We Better Go Back),48,USF067400020,11,https://open.spotify.com/track/0fp8XEUc9Yxxd1Ago0VgyA,stream,true,https://open.spotify.com/artist/0rDIqnqwAmDPL1gyzoFH9y,Rare Groove,https://open.spotify.com/album/2ykVx7x9XaezFnsfIoDmzy,00602567849124,album,Oskar
2024-02-08T07:45:46Z,Edwin Starr,Hell Up In Harlem (Original Motion Picture Soundtrack),42,UNI/MOTOWN,1974-01-01,156850,Edwin Starr,48,,03:14,0.336,0.844,0.395,0.264,6,0.108,-11.151,1,0.145,86.969,4,0.872,Easin' In,49,USMO17484736,2,https://open.spotify.com/track/67rg2h75CheOuDeOJOdXtW,stream,true,https://open.spotify.com/artist/1B8AXU6gIIafpyLEpbcv1u,"Classic Soul, Motown, Northern Soul, Soul, Southern Soul",https://open.spotify.com/album/6cNxKSrEUrCv035UijTC4e,00602557141993,album,Oskar
2024-02-08T07:19:00Z,Sharon Jones & The Dap-Kings,"100 Days, 100 Nights",63,Daptone Records,2007-10-02,279845,Sharon Jones & The Dap-Kings,58,,03:03,0.622,0.77,0.578,2.61E-6,7,0.357,-9.234,1,0.0281,89.846,4,0.963,Be Easy,56,US4GZ0701204,4,https://open.spotify.com/track/3N3JmHQgzfKypmoWsXU1XA,stream,true,https://open.spotify.com/artist/6LufpoVlIYKQCu9Gjpk8B7,"Black Americana, Funk, Retro Soul, Soul",https://open.spotify.com/album/6GyF6sJs0yBOvVCVbYEK6V,829410781572,album,Oskar
2024-02-07T00:19:57Z,Curtis Mayfield,Superfly (Soundtrack from the Motion Picture) [Deluxe 25th Anniversary Edition],40,"Curtom Classics, LLC",1972-01-01,1069987,Curtis Mayfield,58,,04:00,0.552,0.779,0.776,1.08E-4,2,0.0998,-7.393,1,0.138,119.899,4,0.761,Superfly,37,USRH10282626,9,https://open.spotify.com/track/6fdFRfSm64gAIM69xFjVbn,stream,true,https://open.spotify.com/artist/2AV6XDIs32ofIJhkkDevjm,"Chicago Soul, Classic Soul, Funk, Soul",https://open.spotify.com/album/0yFcGYlA5BWoDafy3sTuZX,5054526069008,album,Oskar
2024-02-06T19:47:29Z,Hypnotic Brass Ensemble & Yasiin Bey,Space,31,Pheelco Entertainment Inc,2023-08-10,78688,Hypnotic Brass Ensemble,42,Yasiin Bey,03:58,0.214,0.577,0.96,0.874,5,0.123,-3.944,1,0.0312,95.011,4,0.769,Space,39,TCAHH2361158,1,https://open.spotify.com/track/46O9AO4IlGTKJi8RztLIEc,stream,true,https://open.spotify.com/artist/4wvPcMJk7L9Rbw9Qh4kBeH,"Brass Band, Second Line, Street Band",https://open.spotify.com/album/1GpMPQlNhRFNADD5Fx8sqB,859776385565,single,Oskar
2024-02-04T12:23:38Z,Doja Cat,Scarlet,84,Kemosabe Records/RCA Records,2023-09-20,28764192,Doja Cat,87,,03:27,0.165,0.767,0.61,0.0939,0,0.186,-4.545,1,0.177,148.129,4,0.415,Balut,51,USRC12302189,15,https://open.spotify.com/track/5X0oBRsjUtEO99z6MmmIZ8,stream,true,https://open.spotify.com/artist/5cj0lLjcoR7YOSnhnX0Po5,"Dance Pop, Pop",https://open.spotify.com/album/1bBez9PNvkJPW08bU7NYta,196871404495,album,Oskar
2024-02-03T12:09:34Z,The Brothers Nylon,Lofi Sauce,53,BMM Records,2022-12-16,6254,The Brothers Nylon,43,,03:56,0.133,0.654,0.404,0.473,7,0.103,-7.949,0,0.0317,81.353,4,0.349,Bagel Boy,34,FR8KQ2200740,4,https://open.spotify.com/track/6gY7dh8StGBPQPpwgf5xDu,stream,true,https://open.spotify.com/artist/5WLTGcENPt84BZtmx6rt50,Lo-fi Jazzhop,https://open.spotify.com/album/58qF3qkx3l0rVxxKLjaeme,3617053536218,album,Oskar
2024-01-31T23:19:11Z,Zapp,All the Greatest Hits,61,Rhino/Warner Records,1993-09-28,546721,Zapp,50,,03:45,0.472,0.827,0.676,0.049,9,0.426,-11.159,1,0.0628,113.606,4,0.92,Doo Wa Ditty (Blow That Thing),54,USWB10938913,7,https://open.spotify.com/track/2mx0O7IniovyDS8Wi0B3Sq,stream,true,https://open.spotify.com/artist/396Kh0m4wGUvcMUULw71yi,"Funk, New Jack Swing, P Funk, Popping, Post-disco, Quiet Storm, Soul, Synth Funk",https://open.spotify.com/album/3aUZ0iLjcePsDggYsZAGBZ,603497960767,compilation,Oskar
2024-01-30T11:14:54Z,CASIOPEA,MINT JAMS(Live),52,Sony Music Direct (Japan) Inc.,1982-01-01,236329,CASIOPEA,51,,04:58,0.00739,0.567,0.782,0.844,4,0.081,-9.069,1,0.037,113.411,4,0.79,"朝焼け - Live at Chuo Kaikan Hall, Tokyo, Feb. 1982",48,JPAL00900820,2,https://open.spotify.com/track/3kn85OLlFlbQDCiKmj17MO,stream,true,https://open.spotify.com/artist/0lRXEutklZUeNdWIJA1NI0,"Japanese Jazz, Japanese Jazz Fusion",https://open.spotify.com/album/2yvR4wVM1XLEKVad6F3ja9,4582290414003,album,Oskar
2024-01-30T11:08:34Z,CASIOPEA,PHOTOGRAPHS,46,Sony Music Direct (Japan) Inc.,1983-01-01,236329,CASIOPEA,51,,04:18,0.0539,0.773,0.618,0.405,7,0.0752,-10.194,1,0.0426,116.466,4,0.919,ダズリング,50,JPAL00900950,2,https://open.spotify.com/track/3wk7j74e5vRLq6VKSigPkk,stream,true,https://open.spotify.com/artist/0lRXEutklZUeNdWIJA1NI0,"Japanese Jazz, Japanese Jazz Fusion",https://open.spotify.com/album/4VNVekzFYVGs4z4gI6m3Vj,4582290414027,album,Oskar
2024-01-27T16:25:16Z,SHY FX & Kojey Radical & Nile Rodgers,Good Morning (feat. Kojey Radical & Nile Rodgers),51,Digital Soundboy,2023-07-05,200059,SHY FX,58,Kojey Radical & Nile Rodgers,02:53,0.0155,0.681,0.88,6.8E-6,4,0.319,-4.588,0,0.0467,87.009,4,0.587,Good Morning (feat. Kojey Radical & Nile Rodgers),58,US39N2307444,1,https://open.spotify.com/track/4L0T3usCoeUO85dJeuxbBf,stream,true,https://open.spotify.com/artist/5oDtp2FC8VqBjTx1aT4P5j,"Drum And Bass, Jungle, Ragga Jungle",https://open.spotify.com/album/2uDherRYol1u5bCpwwyklG,197338655689,single,Oskar
2024-01-27T15:57:27Z,Mr. Williamz & SHY FX & Ms. Dynamite,Dance Haffi Nice (feat. SHY FX & Ms. Dynamite),43,Digital Soundboy,2023-10-12,8142,Mr. Williamz,42,SHY FX & Ms. Dynamite,02:29,0.0101,0.614,0.823,0.0,6,0.13,-1.401,1,0.108,172.036,4,0.769,Dance Haffi Nice (feat. SHY FX & Ms. Dynamite),51,US38Y2304725,1,https://open.spotify.com/track/2WDWIzmU23PCDbcBPGyenl,stream,true,https://open.spotify.com/artist/3iL52u3kr14P6cTpB0VuEs,"Ragga Jungle, Uk Dancehall",https://open.spotify.com/album/23ryyZOLRTuybgJOc0LfKi,197338342893,single,Oskar
2024-01-26T17:22:59Z,Tom Hengst & Kwam.E,Ohne Verträge,50,Nur!Musik,2021-04-30,48327,Tom Hengst,55,Kwam.E,02:22,0.0218,0.825,0.675,6.88E-6,7,0.0948,-6.288,1,0.376,95.263,4,0.515,Ohne Verträge,57,CH7812191702,1,https://open.spotify.com/track/1oqzHne5ESL6wn6KzAy94f,stream,true,https://open.spotify.com/artist/1KGwASmnB2xhGcJGt9epDc,"German Cloud Rap, German Hip Hop, Hamburg Hip Hop",https://open.spotify.com/album/1d4lRv48DkF0XHkepMafqr,4062851604239,single,Oskar
2024-01-26T17:22:57Z,Mosh36,Unikat,42,WL Records,2015-02-20,198088,Mosh36,40,,02:37,0.418,0.93,0.616,0.0,9,0.266,-5.12,0,0.279,94.512,4,0.916,Chill Maaa,49,DEZ901401274,13,https://open.spotify.com/track/2yHNTqDxpg4R26svOiJLdM,stream,true,https://open.spotify.com/artist/0PhLCUFEU30lqntUbYZjSt,German Hip Hop,https://open.spotify.com/album/09ENsv5wvINkbt6yNZx2g1,4064832408072,album,Oskar
2024-01-26T17:06:47Z,SSIO,BB.U.M.SS.N. (Spezial Edition),60,Urban,2013-09-13,584404,SSIO,55,,02:53,0.0588,0.798,0.799,0.00242,10,0.173,-5.495,0,0.264,97.039,4,0.696,Schon wieder Sonntag,39,DEQ121320119,18,https://open.spotify.com/track/0NG7f1MqKcy8MagY9C41Aj,stream,true,https://open.spotify.com/artist/3IrUyDPQlQFcB5lMWhPml2,"Afghan Rap, German Hip Hop, Hamburg Hip Hop",https://open.spotify.com/album/2eHd6xRjxedhHV81eAs4N0,04019593414183,album,Oskar
2024-01-25T18:51:19Z,William Onyeabor,World Psychedelic Classics 5: Who Is William Onyeabor?,46,Luaka Bop,2013-10-28,117358,William Onyeabor,39,,10:08,0.0298,0.806,0.615,0.216,2,0.256,-8.18,1,0.109,106.631,4,0.703,Body and Soul,34,USLB11110080,1,https://open.spotify.com/track/0XEwcTI50PvC1JoWRRAyRf,stream,true,https://open.spotify.com/artist/755pQSGUy6rtPrUCbnJTvi,"Afrobeat, Afropop",https://open.spotify.com/album/2OZuC75dcQ0wO5aWVRQCIR,0680899007924,album,Oskar
2024-01-18T01:23:12Z,Lil Nas X,J CHRIST,74,Columbia,2024-01-12,12398797,Lil Nas X,76,,02:33,0.0589,0.747,0.612,0.0,5,0.451,-6.447,1,0.0929,149.893,4,0.89,J CHRIST,82,USSM12308867,1,https://open.spotify.com/track/17CWWoszMuoGecCJzmOubE,stream,true,https://open.spotify.com/artist/7jVv8c5Fj3E9VhNjxT4snq,Lgbtq+ Hip Hop,https://open.spotify.com/album/7d4MwwVvFzXP5E40oaw94J,196871701440,single,Oskar
2024-01-16T04:43:06Z,Rytmus,Bengoro,51,WM Czech Republic,2008-08-04,225245,Rytmus,54,,04:07,0.194,0.926,0.703,0.0,6,0.0821,-6.68,1,0.111,109.997,4,0.925,Kures Funk,39,CZA230800307,11,https://open.spotify.com/track/5zfxAP2trykYqAwPXKI7wK,stream,true,https://open.spotify.com/artist/1gRr6moof50L1b7XsbClvI,"Czsk Hip Hop, Slovak Hip Hop",https://open.spotify.com/album/6yOHp0U1VsBzut3ZqCNFyR,5099923600850,album,Oskar
2024-01-15T22:38:22Z,Electric Light Orchestra,Discovery,74,Epic/Legacy,1979-05-31,3931125,Electric Light Orchestra,70,,04:30,0.396,0.727,0.537,7.89E-4,7,0.349,-9.785,1,0.0295,121.493,4,0.954,Last Train to London,74,USSM10015736,5,https://open.spotify.com/track/6xE6ZWzK1YDDSYzqOCoQlz,stream,true,https://open.spotify.com/artist/7jefIIksOi1EazgRTfW2Pk,"Album Rock, Art Rock, Beatlesque, Classic Rock, Glam Rock, Mellow Gold, Rock, Soft Rock, Symphonic Rock",https://open.spotify.com/album/1CvVSn2MtKDBR6aWMkNkem,886445594027,album,Oskar
2024-01-15T10:48:50Z,20 Fingers,Short Dick Man,49,Unidisc,1994-08-31,15868,20 Fingers,37,Gillette,04:50,0.00154,0.894,0.764,0.0349,4,0.0323,-10.028,0,0.0604,127.038,4,0.796,Short Dick Man - Club Mix,54,CAU119405474,5,https://open.spotify.com/track/6ZZr5ew0DvA6xda9T5owOU,stream,true,https://open.spotify.com/artist/0OarfYzJPCi3lAVZ4nhTTd,Hip House,https://open.spotify.com/album/3BQ6ifqB1pglyvEJQrcauT,0090204262922,single,Oskar
2024-01-15T06:52:02Z,Thee Sacred Souls,Thee Sacred Souls,77,Penrose / Daptone Records,2022-08-26,399265,Thee Sacred Souls,66,,02:54,0.668,0.547,0.399,2.81E-6,10,0.132,-9.808,1,0.0246,84.127,4,0.563,Easier Said Than Done,74,US4GZ2207403,3,https://open.spotify.com/track/4zIeRcsaho6lZuaXEYR1y3,stream,true,https://open.spotify.com/artist/0oK5D6uPhGu4Jk2dbZfodU,"Latinx Alternative, Souldies",https://open.spotify.com/album/6ofJrAZaaX0iWTXYXObUxE,634457100541,album,Oskar
2024-01-15T06:41:40Z,Thee Sacred Souls,Thee Sacred Souls,77,Penrose / Daptone Records,2022-08-26,399265,Thee Sacred Souls,66,,04:21,0.146,0.744,0.422,0.00145,11,0.0779,-9.2,0,0.033,127.726,4,0.562,Weak for Your Love,69,USA2B2033443,6,https://open.spotify.com/track/3W4xqKFMKBauuU517t8NIb,stream,true,https://open.spotify.com/artist/0oK5D6uPhGu4Jk2dbZfodU,"Latinx Alternative, Souldies",https://open.spotify.com/album/6ofJrAZaaX0iWTXYXObUxE,634457100541,album,Oskar
2024-01-14T21:16:04Z,Gyedu-Blay Ambolley,Ambolley,33,Mr Bongo,1982-01-01,14666,Gyedu-Blay Ambolley,31,,04:59,0.383,0.84,0.727,0.19,5,0.114,-11.973,0,0.0519,124.528,4,0.863,Highlife,37,GBCLQ1800310,1,https://open.spotify.com/track/7jAOs2vHIb2b1Qiwy7q3am,stream,true,https://open.spotify.com/artist/3K7G8Czqv2acbaWlxFfjbj,"Afrobeat, Classic Afrobeat, Highlife",https://open.spotify.com/album/0FNazA8xq1EuyCUTYAdCu3,3615937505428,album,Oskar
2024-01-14T21:15:11Z,David Bowie,David Bowie (aka Space Oddity) [2015 Remaster],68,Parlophone UK,1969-11-04,10125679,David Bowie,77,,05:18,0.0726,0.31,0.403,9.27E-5,0,0.139,-13.664,1,0.0326,134.48,4,0.466,Space Oddity - 2015 Remaster,75,USJT11500173,1,https://open.spotify.com/track/72Z17vmmeQKAg8bptWvpVG,stream,true,https://open.spotify.com/artist/0oSGxfWSnnOXhD2fKuz2Gy,"Art Rock, Classic Rock, Glam Rock, Permanent Wave, Rock",https://open.spotify.com/album/1ay9Z4R5ZYI2TY7WiDhNYQ,825646288458,album,Oskar
2024-01-14T07:13:54Z,The Beatles,Magical Mystery Tour (Remastered),72,EMI Catalogue,1967-11-27,26709099,The Beatles,84,,04:07,0.336,0.39,0.502,1.38E-4,10,0.0713,-12.277,1,0.178,97.871,4,0.289,Strawberry Fields Forever - Remastered 2009,70,GBAYE0601640,8,https://open.spotify.com/track/3Am0IbOxmvlSXro7N5iSfZ,stream,true,https://open.spotify.com/artist/3WrFJ7ztbogyGnTHbHJFl2,"British Invasion, Classic Rock, Merseybeat, Psychedelic Rock, Rock",https://open.spotify.com/album/2BtE7qm1qzM80p9vLSiXkj,00602547670076,album,Oskar
2024-01-11T05:47:20Z,Electric Light Orchestra,All Over The World: The Very Best Of ELO,58,Epic/Legacy,1973-01-01,3931125,Electric Light Orchestra,70,,04:08,0.595,0.717,0.583,1.43E-4,0,0.139,-8.936,0,0.0329,113.261,4,0.962,Showdown,52,USSM19805098,14,https://open.spotify.com/track/25fOmfH1Kq6RmQrWgKFgvV,stream,true,https://open.spotify.com/artist/7jefIIksOi1EazgRTfW2Pk,"Album Rock, Art Rock, Beatlesque, Classic Rock, Glam Rock, Mellow Gold, Rock, Soft Rock, Symphonic Rock",https://open.spotify.com/album/1npNR6mWuE6qaqU3GGpNTB,827969448922,compilation,Oskar
2024-01-11T05:47:18Z,Electric Light Orchestra,Out of the Blue,76,Epic/Legacy,1977-01-01,3931125,Electric Light Orchestra,70,,05:03,0.652,0.388,0.338,3.73E-6,10,0.248,-10.054,1,0.0329,177.765,4,0.478,Mr. Blue Sky,81,USSM17200399,13,https://open.spotify.com/track/2RlgNHKcydI9sayD2Df2xp,stream,true,https://open.spotify.com/artist/7jefIIksOi1EazgRTfW2Pk,"Album Rock, Art Rock, Beatlesque, Classic Rock, Glam Rock, Mellow Gold, Rock, Soft Rock, Symphonic Rock",https://open.spotify.com/album/3usnShwygMXVZB4IV5dwnU,886445593945,album,Oskar
2024-01-10T02:12:44Z,b!ni,꼬리고기,23,b!ni,2022-08-25,3676,b!ni,18,,01:11,0.66,0.839,0.777,0.47,8,0.261,-6.346,1,0.0852,138.089,4,0.869,꼬리고기,31,KRMIM2242837,1,https://open.spotify.com/track/0gz1m3cOSqX3pJE1och0f2,stream,true,https://open.spotify.com/artist/1DfPDEvUAWsURAKZKL9JvU,,https://open.spotify.com/album/60o0kVcMMGDuSrvT7grUJw,8809851799345,single,Oskar
2024-01-10T02:11:39Z,SOULBYSEL,SOULBYSEL Compilation 03,43,ADA Korea,2022-11-07,9372,SOULBYSEL,35,b!ni,02:13,0.228,0.88,0.353,0.0135,6,0.139,-9.311,1,0.061,75.03,3,0.844,Entropy (Prod. SOQI),20,KRNAR2210181,3,https://open.spotify.com/track/04TEXthr8fFeoCIfYTHxWd,stream,true,https://open.spotify.com/artist/64XKgSVwpKMMZmAUftB1Hp,,https://open.spotify.com/album/290gHiDTfO5EEP1j4VX7za,5054197436512,album,Oskar
2024-01-09T23:50:52Z,HYPNOSIS THERAPY,PSILOCYBIN,30,HYPNOSIS THERAPY,2023-10-27,1754,HYPNOSIS THERAPY,21,이윤정 Lee YoonJung,04:02,0.00941,0.851,0.523,0.812,0,0.0731,-9.3,1,0.114,132.03,4,0.868,SEOUL HOUSE (Feat. 이윤정),16,QMFME2349619,8,https://open.spotify.com/track/1Dp1rg1eD0SVGsaSd5qXg8,stream,true,https://open.spotify.com/artist/6JwAbXBmKAP4lIett8KUiP,,https://open.spotify.com/album/1rUoceFLTQxAlMGuYpWCCI,197190102024,album,Oskar
2024-01-09T06:35:10Z,Hans.,Porcelain Demos,11,Hans.,2023-10-06,11667,Hans.,36,,01:49,0.158,0.722,0.676,7.32E-5,4,0.705,-10.648,0,0.148,133.995,4,0.602,Maxxo,14,QMDA62330534,1,https://open.spotify.com/track/03tzDLH4EEqw4BnplwiSvH,stream,true,https://open.spotify.com/artist/41azuh0IUq4g2UPySoYp8A,,https://open.spotify.com/album/7yinmGoCsKMJFtPgqffkiG,197189664977,single,Oskar
2024-01-09T06:26:32Z,HYPNOSIS THERAPY,PSILOCYBIN,30,HYPNOSIS THERAPY,2023-10-27,1754,HYPNOSIS THERAPY,21,imugi 이무기 & Hans.,04:14,0.056,0.765,0.691,0.644,1,0.119,-9.028,1,0.0726,129.979,4,0.481,"GROWLING (feat. imugi 이무기, Hans.)",19,QMFME2349618,7,https://open.spotify.com/track/0bPuvVbmrhMS46EpvzyXEm,stream,true,https://open.spotify.com/artist/6JwAbXBmKAP4lIett8KUiP,,https://open.spotify.com/album/1rUoceFLTQxAlMGuYpWCCI,197190102024,album,Oskar
2024-01-09T04:41:37Z,Offthewally,Surfari,59,Offthewally,2020-01-08,14681,Offthewally,51,,02:55,0.272,0.658,0.707,0.824,7,0.102,-9.174,1,0.037,81.973,4,0.611,Tremellow,48,SEYOK2001134,4,https://open.spotify.com/track/1Jp5iM9IgNPm2psbXFCEz7,stream,true,https://open.spotify.com/artist/5szdoaeT1yHXbbj6w6z2eD,,https://open.spotify.com/album/4j8qUNikq3gvHexQXfx3xq,7321170061633,album,Oskar
2024-01-07T02:46:45Z,HYPNOSIS THERAPY,PSILOCYBIN,30,HYPNOSIS THERAPY,2023-10-27,1754,HYPNOSIS THERAPY,21,,03:47,0.043,0.617,0.937,1.16E-4,7,0.101,-5.45,1,0.319,170.855,4,0.414,ACID RAIN,31,QMFME2349612,1,https://open.spotify.com/track/4dImmVCjb3sdGYTWvwioGK,stream,true,https://open.spotify.com/artist/6JwAbXBmKAP4lIett8KUiP,,https://open.spotify.com/album/1rUoceFLTQxAlMGuYpWCCI,197190102024,album,Oskar
2024-01-05T10:44:40Z,Georgia Anne Muldrow,Early,24,Animatedcartunes,2009-11-10,58041,Georgia Anne Muldrow,38,,02:51,0.441,0.787,0.39,0.0,1,0.108,-7.928,1,0.399,87.046,4,0.594,Run Away,27,ushm90908005,3,https://open.spotify.com/track/3Z13wg2GTvw6wq1HyRn8XN,stream,true,https://open.spotify.com/artist/2RdnkH5txHb9c4vGwq0I31,"Alternative R&b, Instrumental Hip Hop",https://open.spotify.com/album/3HB8wgevmrNbZ8KrQDoyWf,525740000122,album,Oskar
