addedAt,albumArtistsNames,albumName,albumPopularity,albumRecordLabel,albumReleaseDate,artistFollowers,artistName,artistPopularity,secondaryArtistsNames,trackDuration,trackFeatureAcousticness,trackFeatureDanceability,trackFeatureEnergy,trackFeatureInstrumentalness,trackFeatureKey,trackFeatureLiveness,trackFeatureLoudness,trackFeatureMode,trackFeatureSpeechiness,trackFeatureTempo,trackFeatureTimeSignature,trackFeatureValence,trackName,trackPopularity,trackIsrc,trackNumber,trackUrl,isLocal,isLikedByUser,artistUrl,artistGenres,albumUrl,albumUpc,albumType,addedBy
2023-02-23T15:38:49Z,Various Artists,Rawkus Presents Soundbombing II,0,Rawkus Entertainment,1999-01-01,80833874,Eminem,90,,02:53,0.00919,0.885,0.789,0.0,10,0.154,-4.55,0,0.353,94.99,4,0.807,Any Man,0,USRW50200243,3,https://open.spotify.com/track/6DEqHaJ3du3mR33mFFSTEA,stream,true,https://open.spotify.com/artist/7dGJo4pcD2V6oG8kP0tJRR,"Detroit Hip Hop, Hip Hop, Rap",https://open.spotify.com/album/4cgM0H8iGi1tlMm7bpv1WT,00008811291020,compilation,Oskar
2023-02-23T11:30:27Z,Nubiyan Twist,Nubiyan Twist,32,Wormfood,2015-02-13,59784,Nubiyan Twist,39,,08:09,0.0223,0.713,0.898,0.368,7,0.941,-6.203,0,0.0824,100.996,4,0.551,Straight Lines,32,FR2X41443002,3,https://open.spotify.com/track/47LAI2iUaQc6qtDZABTC9m,stream,true,https://open.spotify.com/artist/5HNkGissAKlCv88sus7rVO,"Indie Jazz, Indie Soul, Uk Contemporary Jazz",https://open.spotify.com/album/575wbFbWx3ZRnvqr7lTFbR,3610159708619,album,Oskar
2023-02-23T10:29:43Z,Phairo,Pelican,31,Watermelon Records,2018-04-13,4033,Phairo,22,,03:50,0.0412,0.844,0.545,0.915,10,0.0602,-7.485,0,0.053,117.042,4,0.314,Pelican,39,GBKPL1803396,1,https://open.spotify.com/track/4D3s53a9trnT412fhJOyLB,stream,true,https://open.spotify.com/artist/0ddHqZkNzQv7cmCGN6NwXY,,https://open.spotify.com/album/49jA867PAJovBDPETwyUXf,5054526780910,single,Oskar
2023-02-20T16:23:12Z,kezia,claire (deluxe),37,NEVER SEVEN,2021-06-11,9037,kezia,27,NAYANA IZ,02:50,0.00289,0.859,0.631,0.0451,4,0.306,-7.233,1,0.146,139.942,4,0.727,south!,23,UKSHP2100185,2,https://open.spotify.com/track/06TAxcZAVj3beYYfuRbkff,stream,true,https://open.spotify.com/artist/3Tyez015JVVZwhnF6YFVOI,,https://open.spotify.com/album/1Z6bytsj2M6HXeVqhruReA,190296481925,album,Oskar
2023-02-20T16:18:07Z,NAYANA IZ,partner in crime,25,Different Recordings,2020-11-11,21802,NAYANA IZ,35,,02:56,0.344,0.628,0.812,0.00295,5,0.194,-6.436,0,0.231,86.992,4,0.71,partner in crime,33,GBENL2002815,1,https://open.spotify.com/track/0i6BZIzkxwCXV63AA5M8wR,stream,true,https://open.spotify.com/artist/2d8cMSPIFolHyxuox8ESfm,Uk Alternative Hip Hop,https://open.spotify.com/album/5BHFBpLKyD3sqUZ4BTGxsw,5400863041809,single,Oskar
2023-02-20T16:11:23Z,NAYANA IZ,TNT,40,Different Recordings,2020-05-27,21802,NAYANA IZ,35,,02:40,0.181,0.777,0.442,0.0402,10,0.11,-8.954,0,0.124,144.071,4,0.39,TNT,48,GBENL2002702,1,https://open.spotify.com/track/1qR5M6imIjQEFXTsai8tcR,stream,true,https://open.spotify.com/artist/2d8cMSPIFolHyxuox8ESfm,Uk Alternative Hip Hop,https://open.spotify.com/album/5l5nXXmxIcbhqF04iJPdoG,5400863032593,single,Oskar
2023-02-17T22:26:47Z,Cassius,1999 (Deluxe Edition),53,Love Supreme / Justice,1999-01-01,209140,Cassius,47,,03:41,4.31E-4,0.817,0.812,0.0601,9,0.0589,-9.073,0,0.288,127.073,4,0.77,Cassius 1999 (Radio Edit),56,FR01Q9800031,16,https://open.spotify.com/track/4CHGyhVoq5AVpG47klsVrL,stream,true,https://open.spotify.com/artist/4sf3QZW8a3xZ14IGsOAzoy,"Alternative Dance, Electronica, Filter House",https://open.spotify.com/album/2HKgnzlGIJddpRwDlxit43,5060421564876,album,Oskar
2023-02-17T20:06:39Z,NAYANA IZ,RANI,13,Different Recordings,2021-08-18,21802,NAYANA IZ,35,,02:56,0.0682,0.685,0.81,4.89E-4,6,0.0883,-6.297,0,0.325,159.804,4,0.442,RANI,20,GBENL2103080,1,https://open.spotify.com/track/0Ncs4enKXg2DJP82UoMsL3,stream,true,https://open.spotify.com/artist/2d8cMSPIFolHyxuox8ESfm,Uk Alternative Hip Hop,https://open.spotify.com/album/0UBetrUB92oazlv3w7Jgds,5400863064921,single,Oskar
2023-02-17T00:56:55Z,JuJu Rogers,From the Life of a Good-For-Nothing,0,Jakarta,2015-07-03,24105,JuJu Rogers,37,,03:47,0.391,0.597,0.717,0.0,8,0.216,-6.637,0,0.288,84.814,4,0.678,Do It For,0,DESY21400185,10,https://open.spotify.com/track/0soNHJYgMgdTFQJIP5yXHd,stream,true,https://open.spotify.com/artist/2PC54ZJmhrs4XtbLRaE6MA,German Jazz Rap,https://open.spotify.com/album/69VikglsXjmJ7VkR5PfSAs,4018939284121,album,Oskar
2023-02-17T00:51:41Z,JuJu Rogers,From the Life of a Good-For-Nothing,0,Jakarta,2015-07-03,24105,JuJu Rogers,37,Kid Soul,04:12,0.336,0.708,0.814,0.0,9,0.101,-4.227,0,0.234,85.848,4,0.6,Rapsuperstar,0,DESY21400184,9,https://open.spotify.com/track/3ebj839QJTCBBMG0As0ljV,stream,true,https://open.spotify.com/artist/2PC54ZJmhrs4XtbLRaE6MA,German Jazz Rap,https://open.spotify.com/album/69VikglsXjmJ7VkR5PfSAs,4018939284121,album,Oskar
2023-02-12T13:43:33Z,Peebs The Prophet,Ills of the Earth,46,VinDig,2015-04-08,4880,Peebs The Prophet,32,,03:02,0.0325,0.674,0.843,0.0,1,0.11,-5.631,1,0.33,84.09,4,0.677,Dead Calm,47,DEQ121533174,1,https://open.spotify.com/track/27Z4yaeuxyRaIV7ve5rEx5,stream,true,https://open.spotify.com/artist/3orf8fIyCMlFkLUeYK0DCi,Jazz Boom Bap,https://open.spotify.com/album/7lc43Wd0bsY6agW6UIbDH2,4018939283421,album,Oskar
2023-02-11T20:33:41Z,Aretha Franklin,I Never Loved a Man the Way I Love You,73,Rhino Atlantic,1967-03-10,3258448,Aretha Franklin,70,,02:27,0.164,0.805,0.558,2.2E-5,0,0.0546,-5.226,1,0.041,114.95,4,0.965,Respect,80,USAT20801240,1,https://open.spotify.com/track/7s25THrKz86DM225dOYwnr,stream,true,https://open.spotify.com/artist/7nwUJBm0HE4ZxD3f5cy5ok,"Classic Soul, Jazz Blues, Memphis Soul, Neo Soul, Soul, Southern Soul, Vocal Jazz",https://open.spotify.com/album/5WndWfzGwCkHzAbQXVkg2V,603497983759,album,Oskar
2023-02-11T20:13:19Z,Kofi Stone,Nobody Cares Till Everybody Does,61,Tru Community,2019-12-06,69391,Kofi Stone,51,,02:28,0.208,0.82,0.749,0.0,1,0.176,-5.867,1,0.314,86.311,4,0.594,Busker Flow,57,GBKPL1977428,10,https://open.spotify.com/track/4GyURcXU3cNRMMDJmd1hH9,stream,true,https://open.spotify.com/artist/0htlZDCG9I8LSENteF1TyQ,Uk Alternative Hip Hop,https://open.spotify.com/album/0TpMAy5WPGObUkL5LPuuMc,5054526562417,album,Oskar
2023-02-10T21:42:07Z,JuJu Rogers,From the Life of a Good-For-Nothing,0,Jakarta,2015-07-03,24105,JuJu Rogers,37,,03:10,0.299,0.57,0.89,0.0,9,0.108,-4.218,0,0.302,89.16,4,0.558,The Story of Warren,0,DESY21400179,4,https://open.spotify.com/track/610JSFgupzVqxl7mcrKYfB,stream,true,https://open.spotify.com/artist/2PC54ZJmhrs4XtbLRaE6MA,German Jazz Rap,https://open.spotify.com/album/69VikglsXjmJ7VkR5PfSAs,4018939284121,album,Oskar
2023-02-10T19:08:01Z,JuJu Rogers,From the Life of a Good-For-Nothing,0,Jakarta,2015-07-03,24105,JuJu Rogers,37,,02:26,0.618,0.621,0.66,4.67E-6,11,0.179,-6.286,0,0.193,81.333,4,0.826,Introduction,0,DESY21400191,1,https://open.spotify.com/track/1HCAYbahdwEx78wpxAfNWB,stream,true,https://open.spotify.com/artist/2PC54ZJmhrs4XtbLRaE6MA,German Jazz Rap,https://open.spotify.com/album/69VikglsXjmJ7VkR5PfSAs,4018939284121,album,Oskar
2023-02-09T18:26:35Z,Jay Electronica,Exhibit C,48,Mass Appeal,2009-12-22,323894,Jay Electronica,57,,05:31,0.0276,0.504,0.811,0.0,5,0.388,-11.966,0,0.191,82.01,4,0.382,Exhibit C,55,US2Q80900083,1,https://open.spotify.com/track/4Mb5DVgLbFjlSwcuMdOw7B,stream,true,https://open.spotify.com/artist/0TkqXdyWLsssJH7okthMPQ,"Alternative Hip Hop, Conscious Hip Hop, Drumless Hip Hop, Hip Hop, Psychedelic Hip Hop",https://open.spotify.com/album/6U3XutCfhGxFFCDK1AFCbb,196006788520,single,Oskar
2023-02-09T15:41:13Z,LAUSSE THE CAT,"The Girl, the Cat and the Tree",52,Velvet Blues,2018-06-19,99174,LAUSSE THE CAT,43,B-ahwe,04:07,0.591,0.676,0.367,5.47E-4,10,0.114,-10.827,1,0.357,95.025,4,0.579,Fuccboi Lullaby,48,CAGOO1859801,5,https://open.spotify.com/track/0CvUNSDkt0hIRomhm05IMu,stream,true,https://open.spotify.com/artist/2Zv7tySETckaR2robozkcz,Uk Alternative Hip Hop,https://open.spotify.com/album/1AcEefqM581yXb7fo0YFyx,800739544437,album,Oskar
2023-02-06T23:04:57Z,Cordae & Anderson .Paak,Two Tens (feat. Anderson .Paak),61,Art@War/Atlantic Records,2023-01-25,1992490,Cordae,66,Anderson .Paak,02:32,0.194,0.603,0.546,2.68E-6,4,0.0783,-7.525,0,0.35,87.99,4,0.667,Two Tens (feat. Anderson .Paak),69,USAT22221476,1,https://open.spotify.com/track/6clDsO8HwhHEgJDDp88VdL,stream,true,https://open.spotify.com/artist/0huGjMyP507tBCARyzSkrv,"Hip Hop, Pop Rap, Rap, Trap, Underground Hip Hop",https://open.spotify.com/album/32iVvfIYkmugGRxcTlzYjr,075679705518,single,Oskar
2023-02-06T17:27:55Z,Nia Archives,Sober Feels,46,HIJINXX,2020-06-05,144671,Nia Archives,59,,03:17,0.209,0.521,0.658,2.76E-4,5,0.358,-10.164,0,0.0736,84.601,4,0.733,Sober Feels,53,QZHN42091541,1,https://open.spotify.com/track/33trRVG42wEdwNI5l1mS2D,stream,true,https://open.spotify.com/artist/7BMR0fwtEvzGtK4rNGdoiQ,Modern Jungle,https://open.spotify.com/album/62YIhi4XCmxb59zrENXdWt,3616553593509,single,Oskar
2023-02-06T14:27:16Z,p-rallel & KAM-BU & BXKS,Evening Time (feat. KAM-BU & BXKS),30,Black Butter,2023-02-03,39645,p-rallel,46,KAM-BU & BXKS,03:16,0.431,0.615,0.664,8.81E-6,1,0.177,-5.444,1,0.298,139.266,4,0.508,Evening Time (feat. KAM-BU & BXKS),37,GBARL2300057,1,https://open.spotify.com/track/25D1IY6rHJhm8PZHN9DNev,stream,true,https://open.spotify.com/artist/0YSI1Vwzd1u7wO7p3md4qD,Uk Alternative Hip Hop,https://open.spotify.com/album/5V9hEnW2hEWOK7SR8p8PgF,196589831552,single,Oskar
2023-02-06T14:18:51Z,Nia Archives,Conveniency,41,HIJINXX/Island,2023-02-03,144671,Nia Archives,59,,02:22,0.0715,0.679,0.758,0.0,4,0.215,-6.5,0,0.139,159.973,4,0.27,Conveniency,48,GBUM72207519,1,https://open.spotify.com/track/0hneE3CWTOFd9PC3qKfJcU,stream,true,https://open.spotify.com/artist/7BMR0fwtEvzGtK4rNGdoiQ,Modern Jungle,https://open.spotify.com/album/0lXN4MXvk2ix9IOfJdLDwY,00602455024589,single,Oskar
2023-02-06T11:10:52Z,Seafood Sam,Du-Rag Dreams,48,Rules Follow Us,2018-02-19,28934,Seafood Sam,38,,02:01,0.392,0.554,0.688,0.0,1,0.302,-9.333,0,0.073,78.655,4,0.746,Ramsey,54,QZAPG1886218,1,https://open.spotify.com/track/2f9WOEkbisyUYDaoSFAOQg,stream,true,https://open.spotify.com/artist/42i1K4n41jrf6DuIOQW1BY,"Chill Abstract Hip Hop, Indie Hip Hop",https://open.spotify.com/album/0ax0SIb6xw3pybqlcYb6Qe,840093510730,single,Oskar
2023-02-06T10:29:44Z,Damu The Fudgemunk,"How It Should Sound, Vol. 1 & 2",45,Redefinition Records,2010-04-06,71715,Damu The Fudgemunk,47,,02:42,0.142,0.682,0.762,0.859,7,0.232,-10.581,1,0.0482,91.098,4,0.639,Tea Thyme,48,USA371052377,3,https://open.spotify.com/track/2APXQ9ONhqK1GDexegeSdv,stream,true,https://open.spotify.com/artist/7Mws36yO3takBR2WMsXOkM,"Chillhop, Instrumental Hip Hop, Jazz Boom Bap, Jazz Rap, Underground Hip Hop",https://open.spotify.com/album/5KIoOhlCq4pWV9aupB97KU,884385986254,album,Oskar
2023-02-06T08:22:52Z,Lil Nas X,MONTERO,82,Columbia,2021-09-17,12398797,Lil Nas X,76,Doja Cat,02:54,0.0427,0.841,0.527,1.54E-6,6,0.12,-8.116,1,0.149,163.975,4,0.582,SCOOP (feat. Doja Cat),66,USSM12105734,6,https://open.spotify.com/track/6bpq1jGkVz66Q3LYeoXdjZ,stream,true,https://open.spotify.com/artist/7jVv8c5Fj3E9VhNjxT4snq,Lgbtq+ Hip Hop,https://open.spotify.com/album/6pOiDiuDQqrmo5DbG0ZubR,886449511440,album,Oskar
2023-02-04T20:20:31Z,Childish Gambino,This Is America,64,Wolf+Rothstein/RCA Records,2018-05-06,12174386,Childish Gambino,79,,03:45,0.117,0.854,0.463,0.0,5,0.354,-6.159,1,0.137,120.024,4,0.549,This Is America,72,USRC11801773,1,https://open.spotify.com/track/0b9oOr2ZgvyQu88wzixux9,stream,true,https://open.spotify.com/artist/73sIBHcqh3Z3NyqHKZ7FOL,"Atl Hip Hop, Hip Hop, Rap",https://open.spotify.com/album/7arx9qPJexCsDz67El4qvk,886447091500,single,Oskar
2023-02-04T20:18:57Z,Childish Gambino,Because the Internet,80,Glassnote Entertainment Group LLC,2013-12-10,12174386,Childish Gambino,79,Jhené Aiko,03:27,0.0592,0.472,0.619,1.9E-4,7,0.575,-9.512,1,0.0717,80.242,4,0.353,I. Pink Toes,61,USYAH1300232,17,https://open.spotify.com/track/4OfESCGOUVZMuGvppCU51j,stream,true,https://open.spotify.com/artist/73sIBHcqh3Z3NyqHKZ7FOL,"Atl Hip Hop, Hip Hop, Rap",https://open.spotify.com/album/62yjWIhnATHxPqGbgC9Lqr,0044003173484,album,Oskar
2023-02-04T20:17:59Z,Childish Gambino,Because the Internet,80,Glassnote Entertainment Group LLC,2013-12-10,12174386,Childish Gambino,79,,03:00,0.152,0.712,0.463,0.0,1,0.642,-9.33,0,0.143,80.029,4,0.593,IV. Sweatpants,72,USYAH1300223,8,https://open.spotify.com/track/3x4I4nRuZp5NdtGvCPw6Ms,stream,true,https://open.spotify.com/artist/73sIBHcqh3Z3NyqHKZ7FOL,"Atl Hip Hop, Hip Hop, Rap",https://open.spotify.com/album/62yjWIhnATHxPqGbgC9Lqr,0044003173484,album,Oskar
2023-02-04T20:17:31Z,Childish Gambino,Because the Internet,80,Glassnote Entertainment Group LLC,2013-12-10,12174386,Childish Gambino,79,Chance the Rapper,03:39,0.0565,0.589,0.639,0.0,5,0.0623,-7.558,0,0.111,97.077,4,0.346,I. The Worst Guys,66,USYAH1300220,5,https://open.spotify.com/track/0kErPGykp7EJo7L5fx8YjB,stream,true,https://open.spotify.com/artist/73sIBHcqh3Z3NyqHKZ7FOL,"Atl Hip Hop, Hip Hop, Rap",https://open.spotify.com/album/62yjWIhnATHxPqGbgC9Lqr,0044003173484,album,Oskar
2023-02-04T20:09:26Z,Childish Gambino,"Awaken, My Love!",83,Glassnote Entertainment Group LLC,2016-12-02,12174386,Childish Gambino,79,,05:26,0.174,0.745,0.353,0.00662,1,0.118,-10.614,1,0.0983,160.111,4,0.598,Redbone,86,USYAH1600107,6,https://open.spotify.com/track/0WtDGnWL2KrMCk0mI1Gpwz,stream,true,https://open.spotify.com/artist/73sIBHcqh3Z3NyqHKZ7FOL,"Atl Hip Hop, Hip Hop, Rap",https://open.spotify.com/album/7caGY3YPOchIO8xLvTKWN4,0044003187641,album,Oskar
2023-02-03T19:53:27Z,"Earth, Wind & Fire",I Am,74,Columbia/Legacy,1979-06-01,4126545,"Earth, Wind & Fire",72,,04:48,0.0964,0.656,0.662,6.12E-4,4,0.0853,-10.346,1,0.0493,114.612,4,0.717,In the Stone,58,USSM19802930,1,https://open.spotify.com/track/3qZHUZTQiTMfJXcUYzY5mT,stream,true,https://open.spotify.com/artist/4QQgXkCYTt3BlENzhyNETg,"Disco, Funk, Jazz Funk, Soul",https://open.spotify.com/album/4RLVTxnuVN5ZWZqBFnaaQt,886443461536,album,Oskar
2023-01-29T21:45:20Z,Danger Mouse & Jemini the Gifted One,Ghetto Pop Life,50,Lex Records,2003-07-21,221586,Danger Mouse,59,Jemini the Gifted One,02:07,0.471,0.754,0.705,0.0,1,0.132,-7.957,1,0.276,98.037,4,0.881,Knuckle Sandwich,38,GBBPW0300058,16,https://open.spotify.com/track/42v8EO158oSmr9woPST711,stream,true,https://open.spotify.com/artist/2dBj3prW7gP9bCCOIQeDUf,"Alternative Hip Hop, Mashup",https://open.spotify.com/album/63LehXDfhT4lOulImEv4Dt,0878390001934,album,Oskar
2023-01-29T15:46:34Z,Murda & Ezhel,Made In Turkey,55,Noah's Ark BV,2020-08-28,1177478,Murda,62,Ezhel,02:45,0.0469,0.904,0.644,0.0,9,0.161,-6.468,1,0.224,126.035,4,0.513,Made In Turkey,43,NLG662000501,6,https://open.spotify.com/track/3W4seDHEWHR35WuKZOP1Yq,stream,true,https://open.spotify.com/artist/2y1VzMKAa5nmfXKtJL9jnj,"Basshall, Turkish Hip Hop, Turkish Trap",https://open.spotify.com/album/6YAnmcTG1SWdNCGpuLdCUM,00602507490928,album,Oskar
2023-01-29T01:52:22Z,The Who,Who's Next (Deluxe Edition),76,Polydor Records,1971-08-14,5236574,The Who,67,,05:00,0.313,0.489,0.724,0.185,5,0.287,-8.367,1,0.0352,117.292,4,0.15,Baba O'Riley,79,GBAKW7100001,1,https://open.spotify.com/track/3qiyyUfYe7CRYLucrPmulD,stream,true,https://open.spotify.com/artist/67ea9eGLXYMsO2eYQRui3w,"Album Rock, British Invasion, Classic Rock, Hard Rock, Rock",https://open.spotify.com/album/5MqyhhHbT13zsloD3uHhlQ,00008811305628,album,Oskar
2023-01-24T14:53:29Z,Toro y Moi,Outer Peace,53,Carpark,2019-01-18,748673,Toro y Moi,60,,02:49,0.0325,0.823,0.821,0.235,6,0.0969,-6.603,0,0.0616,119.986,4,0.875,Laws of the Universe,46,US22N1913103,3,https://open.spotify.com/track/64LpyRkIpVDUeUnJgveStL,stream,true,https://open.spotify.com/artist/6O4EGCCb6DoIiR6B1QCQgp,"Chillwave, Hypnagogic Pop, Indie Soul, Indietronica",https://open.spotify.com/album/0QIT60nFvB6oxdntBO8dmQ,677517013153,album,Oskar
2023-01-21T22:44:10Z,Toro y Moi,Anything In Return (Instrumentals),32,Company Records,2023-01-20,748673,Toro y Moi,60,,04:53,0.029,0.767,0.531,0.858,5,0.0887,-8.462,0,0.0796,153.975,4,0.249,Day One (Instrumental),24,QM24S2207208,11,https://open.spotify.com/track/0vuTZijVCqdC66NLBeFtld,stream,true,https://open.spotify.com/artist/6O4EGCCb6DoIiR6B1QCQgp,"Chillwave, Hypnagogic Pop, Indie Soul, Indietronica",https://open.spotify.com/album/6PmbTqf9VGhFKGQXvYb6DA,193436315227,album,Oskar
2023-01-20T14:56:51Z,Toro y Moi,Anything In Return (Instrumentals),32,Company Records,2023-01-20,748673,Toro y Moi,60,,04:45,0.00148,0.668,0.78,0.957,1,0.128,-7.519,1,0.0334,119.004,4,0.231,Say That (Instrumental),20,QM24S2207217,2,https://open.spotify.com/track/7y9gMEgLDeMp78jjMiuK54,stream,true,https://open.spotify.com/artist/6O4EGCCb6DoIiR6B1QCQgp,"Chillwave, Hypnagogic Pop, Indie Soul, Indietronica",https://open.spotify.com/album/6PmbTqf9VGhFKGQXvYb6DA,193436315227,album,Oskar
2023-01-16T23:51:21Z,Pomplamoose,Big Brown Eyes,28,Pomplamoose,2022-06-16,501272,Pomplamoose,55,Benny Sings,03:58,0.0287,0.825,0.585,0.0123,6,0.112,-8.859,1,0.0388,131.984,4,0.893,Big Brown Eyes,36,QZPJ32175531,1,https://open.spotify.com/track/4G0yZRknLwk4Ex5K0AlIfk,stream,true,https://open.spotify.com/artist/5dHfLBNU8zoypgKefzEB1c,Folk-pop,https://open.spotify.com/album/5ask9dytPUPJzdi4J5bZfz,198001795077,single,Oskar
2023-01-16T23:38:01Z,Data,Don't Sing,42,Ekler'o'shock,2015-02-09,23200,Data,30,Benny Sings,04:14,0.224,0.652,0.72,1.0E-6,1,0.339,-3.754,1,0.034,116.983,4,0.392,Don't Sing (feat. Benny Sings),44,FR3PA1500010,1,https://open.spotify.com/track/3Q7Fhds0twd9SAHrcGTwYL,stream,true,https://open.spotify.com/artist/75QkeG5yBHVCybZurCrMa8,"Electrofox, Filter House",https://open.spotify.com/album/7HGiUWfOslsBiDEeJkzy4V,3700551771677,album,Oskar
2023-01-16T23:33:40Z,Benny Sings,City Pop,27,Sings Records / AAA Label Services,2019-02-22,171804,Benny Sings,61,,03:39,0.825,0.838,0.249,5.74E-4,3,0.0993,-13.713,0,0.0719,75.004,3,0.741,Everything I Know,24,NLX5C1800022,1,https://open.spotify.com/track/5Cr9s4tCHkvUuhXfLbWBrC,stream,true,https://open.spotify.com/artist/4gHcu2JoaXJ0mV4aNPCd7N,"Dutch Pop, Indie Soul",https://open.spotify.com/album/3TSiHWi3LgwwRvoTxcWOx4,8712629972652,album,Oskar
2023-01-14T16:00:41Z,Ahmad Anonimis,Dancing With My Feet Up,0,Ahmad Anonimis,2021-10-27,17701,Ahmad Anonimis,45,Anonymuz,03:16,0.0364,0.828,0.77,0.0,1,0.321,-6.646,0,0.213,110.2,4,0.883,City Sins,0,QZ93L2118744,4,https://open.spotify.com/track/4hrOsevGcwXnhpRJQp8qQI,stream,true,https://open.spotify.com/artist/3wnsNFtqQ75UEUAN3PwkPH,"Chill Abstract Hip Hop, Indie Hip Hop",https://open.spotify.com/album/4lc7kXcTQsOiKIAbiPI1gA,193436272582,album,Oskar
2023-01-14T15:57:08Z,Marlon Craft,While We're Here,63,HOMECOURT LLC,2022-05-18,149425,Marlon Craft,56,,02:18,0.599,0.656,0.667,0.0211,10,0.103,-5.397,0,0.0783,77.506,4,0.664,Cocky Humble,56,QZES92235893,6,https://open.spotify.com/track/3On4pF3q95Yd0nL9R6No01,stream,true,https://open.spotify.com/artist/7MigDh04CCntQbsBvugEmb,Nyc Rap,https://open.spotify.com/album/5wlqekVOKMlrcpMrlUfwW5,196832299986,album,Oskar
2023-01-14T15:51:30Z,Wale the Sage,Smoking On Soprano (S.O.S.),48,Pick Six Records,2022-04-15,73375,Wale the Sage,49,,02:36,0.268,0.765,0.658,3.27E-6,8,0.197,-5.91,1,0.0729,140.099,4,0.8,Smoking On Soprano (S.O.S.),56,CA5KR2229377,1,https://open.spotify.com/track/3M67HP1R5myqeIDySRyCqa,stream,true,https://open.spotify.com/artist/4alndwWPbM9ApMYLjg19oD,,https://open.spotify.com/album/3HAvNDGm76yMNEAWOpOJJj,795397282572,single,Oskar
2023-01-14T13:21:37Z,Marlon Craft,While We're Here,63,HOMECOURT LLC,2022-05-18,149425,Marlon Craft,56,,02:45,0.0409,0.674,0.734,0.0,1,0.166,-7.204,1,0.351,93.242,4,0.492,Somethin Wrong In Heaven,61,QZHN62204660,3,https://open.spotify.com/track/73ekBE1ZHp8ySUaX0YdCtR,stream,true,https://open.spotify.com/artist/7MigDh04CCntQbsBvugEmb,Nyc Rap,https://open.spotify.com/album/5wlqekVOKMlrcpMrlUfwW5,196832299986,album,Oskar
2023-01-14T13:16:32Z,Pale Jay & Erick the Architect,Donny In Valdez (PJ's Flip),52,PLYGRND,2022-05-20,46539,Pale Jay,57,Erick the Architect,01:53,0.463,0.445,0.637,1.56E-6,0,0.185,-9.011,0,0.124,81.566,4,0.763,Donny In Valdez - PJ's Flip,60,DEQ022281399,1,https://open.spotify.com/track/1aZ2te6hhXVJOYumYrZkAt,stream,true,https://open.spotify.com/artist/7H3z77VbkJcCcFilmKqKNM,,https://open.spotify.com/album/6QcDKB0L4Hr2LcyPLLQFlP,4018939499204,single,Oskar
2023-01-14T01:41:58Z,redveil,learn 2 swim,59,redveil,2022-04-20,229153,redveil,54,,02:09,0.461,0.381,0.743,0.0,5,0.117,-6.779,1,0.289,76.71,4,0.33,new info,51,QZAKB2162487,4,https://open.spotify.com/track/2mWlmAlggbl6aveaHRBSMu,stream,true,https://open.spotify.com/artist/5BwsX8bXOFC1YnqSlyfOKM,"Chill Abstract Hip Hop, Indie Hip Hop",https://open.spotify.com/album/6UMelDEJAzDUlgUi9VxPFf,196429017221,album,Oskar
2023-01-13T19:48:41Z,Langston Bristol & Marlon Craft & redveil,Activate,39,YOOF Music,2021-07-13,12118,Langston Bristol,39,Marlon Craft & redveil,03:09,0.384,0.784,0.703,0.0,8,0.165,-7.325,1,0.328,141.903,4,0.683,Activate,47,QZK6N2119229,1,https://open.spotify.com/track/0aOqzYleWvjYmMKreZsaVQ,stream,true,https://open.spotify.com/artist/06gQAoURCBTZrRk850fP16,,https://open.spotify.com/album/2iGM7IrJPrrYPsc7awBvAZ,196252485631,single,Oskar
2023-01-13T17:49:36Z,redveil,learn 2 swim,59,redveil,2022-04-20,229153,redveil,54,,02:36,0.0401,0.325,0.8,0.0,10,0.142,-8.719,0,0.486,80.628,4,0.885,pg baby,61,QZAKB2162486,3,https://open.spotify.com/track/2qfPBPq9BEVEd1GF4UH96H,stream,true,https://open.spotify.com/artist/5BwsX8bXOFC1YnqSlyfOKM,"Chill Abstract Hip Hop, Indie Hip Hop",https://open.spotify.com/album/6UMelDEJAzDUlgUi9VxPFf,196429017221,album,Oskar
2023-01-10T12:48:40Z,Connan Mockasin,Caramel,0,Mexican Summer,2013-11-05,242919,Connan Mockasin,50,,05:44,0.795,0.54,0.288,8.54E-6,8,0.122,-14.484,0,0.0608,79.47,4,0.495,I Wanna Roll With You,0,GBTZZ1300062,11,https://open.spotify.com/track/5yUCiGd42OdY1yWQK9PMx1,stream,true,https://open.spotify.com/artist/247AfC9pLuqwgpH8Mo96oA,"Experimental Pop, Kiwi Rock, Neo-psychedelic",https://open.spotify.com/album/3r4eDZfI5aKS0siMY2Cj7D,00184923117967,album,Oskar
2023-01-09T23:00:05Z,Connan Mockasin,Caramel,0,Mexican Summer,2013-11-05,242919,Connan Mockasin,50,,03:14,0.722,0.707,0.384,1.58E-5,7,0.105,-12.552,1,0.0372,107.471,4,0.645,Do I Make You Feel Shy?,0,GBTZZ1300055,4,https://open.spotify.com/track/0PUfgUefFikS4Cx8EUTRss,stream,true,https://open.spotify.com/artist/247AfC9pLuqwgpH8Mo96oA,"Experimental Pop, Kiwi Rock, Neo-psychedelic",https://open.spotify.com/album/3r4eDZfI5aKS0siMY2Cj7D,00184923117967,album,Oskar
